text,label,intent_name,conversations
"i had a duplicate card and bought something and it showed up twice. i canceled my card, how do i get my money back?",63,transaction_charged_twice,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i had a duplicate card and bought something and it showed up twice. i canceled my card, how do i get my money back?\""""}, {""role"": ""assistant"", ""content"": ""transaction_charged_twice""}]"
where can the pin be located?,38,get_physical_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""where can the pin be located?\""""}, {""role"": ""assistant"", ""content"": ""get_physical_card""}]"
when will the money reach my account?,67,transfer_timing,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""when will the money reach my account?\""""}, {""role"": ""assistant"", ""content"": ""transfer_timing""}]"
i made a cash withdrawal at an atm but it still says pending in my account.,46,pending_cash_withdrawal,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i made a cash withdrawal at an atm but it still says pending in my account.\""""}, {""role"": ""assistant"", ""content"": ""pending_cash_withdrawal""}]"
a payment in my account was made by someone i don't know,16,card_payment_not_recognised,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""a payment in my account was made by someone i don't know\""""}, {""role"": ""assistant"", ""content"": ""card_payment_not_recognised""}]"
will i be able to track the card that was sent to me?,11,card_arrival,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""will i be able to track the card that was sent to me?\""""}, {""role"": ""assistant"", ""content"": ""card_arrival""}]"
where can i see where my funds came from?,70,verify_source_of_funds,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""where can i see where my funds came from?\""""}, {""role"": ""assistant"", ""content"": ""verify_source_of_funds""}]"
how do i find out about transfers,50,receiving_money,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how do i find out about transfers\""""}, {""role"": ""assistant"", ""content"": ""receiving_money""}]"
why hasn't my friend received the money i sent them yet?,66,transfer_not_received_by_recipient,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why hasn't my friend received the money i sent them yet?\""""}, {""role"": ""assistant"", ""content"": ""transfer_not_received_by_recipient""}]"
"went somewhere else, need to change details",30,edit_personal_details,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""went somewhere else, need to change details\""""}, {""role"": ""assistant"", ""content"": ""edit_personal_details""}]"
i need to transfer money to my account from another bank,65,transfer_into_account,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i need to transfer money to my account from another bank\""""}, {""role"": ""assistant"", ""content"": ""transfer_into_account""}]"
do i have a card pin?,38,get_physical_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""do i have a card pin?\""""}, {""role"": ""assistant"", ""content"": ""get_physical_card""}]"
how come my card payment is still pending?,45,pending_card_payment,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how come my card payment is still pending?\""""}, {""role"": ""assistant"", ""content"": ""pending_card_payment""}]"
i want to deactivate my account.,55,terminate_account,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i want to deactivate my account.\""""}, {""role"": ""assistant"", ""content"": ""terminate_account""}]"
seems like my transfer was declined how come?,27,declined_transfer,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""seems like my transfer was declined how come?\""""}, {""role"": ""assistant"", ""content"": ""declined_transfer""}]"
was there a way for me to get tracking for that?,11,card_arrival,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""was there a way for me to get tracking for that?\""""}, {""role"": ""assistant"", ""content"": ""card_arrival""}]"
i'm not sure how to complete the identity checks process.,69,verify_my_identity,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i'm not sure how to complete the identity checks process.\""""}, {""role"": ""assistant"", ""content"": ""verify_my_identity""}]"
a direct debit payment that i didn't authorise shows up in my app.,28,direct_debit_payment_not_recognised,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""a direct debit payment that i didn't authorise shows up in my app.\""""}, {""role"": ""assistant"", ""content"": ""direct_debit_payment_not_recognised""}]"
the money disappeared when i tried to use my card to top up.,62,topping_up_by_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""the money disappeared when i tried to use my card to top up.\""""}, {""role"": ""assistant"", ""content"": ""topping_up_by_card""}]"
how many active cards can i have?,39,getting_spare_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how many active cards can i have?\""""}, {""role"": ""assistant"", ""content"": ""getting_spare_card""}]"
do i have to go into the bank to change my pin?,21,change_pin,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""do i have to go into the bank to change my pin?\""""}, {""role"": ""assistant"", ""content"": ""change_pin""}]"
it looks like my card payment might have been reverted.,53,reverted_card_payment?,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""it looks like my card payment might have been reverted.\""""}, {""role"": ""assistant"", ""content"": ""reverted_card_payment?""}]"
can i top up my account with google pay?,2,apple_pay_or_google_pay,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can i top up my account with google pay?\""""}, {""role"": ""assistant"", ""content"": ""apple_pay_or_google_pay""}]"
what limits are the to top-ups?,60,top_up_limits,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""what limits are the to top-ups?\""""}, {""role"": ""assistant"", ""content"": ""top_up_limits""}]"
"i am seeing unathorized transactions in the app, on my account.",20,cash_withdrawal_not_recognised,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i am seeing unathorized transactions in the app, on my account.\""""}, {""role"": ""assistant"", ""content"": ""cash_withdrawal_not_recognised""}]"
after making a payment with my card it doesn't seem to have worked. it's just showing to be pending. when will this actually be going through?,45,pending_card_payment,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""after making a payment with my card it doesn't seem to have worked. it's just showing to be pending. when will this actually be going through?\""""}, {""role"": ""assistant"", ""content"": ""pending_card_payment""}]"
can i cash deposit to top up my account,58,top_up_by_cash_or_cheque,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can i cash deposit to top up my account\""""}, {""role"": ""assistant"", ""content"": ""top_up_by_cash_or_cheque""}]"
do i get a card to keep in my wallet?,43,order_physical_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""do i get a card to keep in my wallet?\""""}, {""role"": ""assistant"", ""content"": ""order_physical_card""}]"
my card won't work right now.,14,card_not_working,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""my card won't work right now.\""""}, {""role"": ""assistant"", ""content"": ""card_not_working""}]"
i'm not able to activate my card how do i fix this problem?,0,activate_my_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i'm not able to activate my card how do i fix this problem?\""""}, {""role"": ""assistant"", ""content"": ""activate_my_card""}]"
please help me. my card is missing.,41,lost_or_stolen_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""please help me. my card is missing.\""""}, {""role"": ""assistant"", ""content"": ""lost_or_stolen_card""}]"
i noticed a duplicate charge on my statement.,63,transaction_charged_twice,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i noticed a duplicate charge on my statement.\""""}, {""role"": ""assistant"", ""content"": ""transaction_charged_twice""}]"
the cheque i sent to you to have deposited a couple days ago has not cleared in my account yet. what is the issue?,6,balance_not_updated_after_cheque_or_cash_deposit,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""the cheque i sent to you to have deposited a couple days ago has not cleared in my account yet. what is the issue?\""""}, {""role"": ""assistant"", ""content"": ""balance_not_updated_after_cheque_or_cash_deposit""}]"
cancel transaction,8,cancel_transfer,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""cancel transaction\""""}, {""role"": ""assistant"", ""content"": ""cancel_transfer""}]"
what do i do to activate my new card?,0,activate_my_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""what do i do to activate my new card?\""""}, {""role"": ""assistant"", ""content"": ""activate_my_card""}]"
guide me on how to unblock my pin,49,pin_blocked,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""guide me on how to unblock my pin\""""}, {""role"": ""assistant"", ""content"": ""pin_blocked""}]"
can money be exchanged from one currency to another?,33,exchange_via_app,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can money be exchanged from one currency to another?\""""}, {""role"": ""assistant"", ""content"": ""exchange_via_app""}]"
i can't verify my id. why?,68,unable_to_verify_identity,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i can't verify my id. why?\""""}, {""role"": ""assistant"", ""content"": ""unable_to_verify_identity""}]"
money that i have transferred hasn't arrived yet,5,balance_not_updated_after_bank_transfer,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""money that i have transferred hasn't arrived yet\""""}, {""role"": ""assistant"", ""content"": ""balance_not_updated_after_bank_transfer""}]"
why was my cash withdrawal cancelled at the atm?,26,declined_cash_withdrawal,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why was my cash withdrawal cancelled at the atm?\""""}, {""role"": ""assistant"", ""content"": ""declined_cash_withdrawal""}]"
what type of fiat currencies do you support?,36,fiat_currency_support,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""what type of fiat currencies do you support?\""""}, {""role"": ""assistant"", ""content"": ""fiat_currency_support""}]"
can i verify my identity?,69,verify_my_identity,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can i verify my identity?\""""}, {""role"": ""assistant"", ""content"": ""verify_my_identity""}]"
i am not in the uk can i get a card?,24,country_support,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i am not in the uk can i get a card?\""""}, {""role"": ""assistant"", ""content"": ""country_support""}]"
i can't activate my card?,0,activate_my_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i can't activate my card?\""""}, {""role"": ""assistant"", ""content"": ""activate_my_card""}]"
i need a disposable virtual card.,37,get_disposable_virtual_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i need a disposable virtual card.\""""}, {""role"": ""assistant"", ""content"": ""get_disposable_virtual_card""}]"
can someone help me unblock my pin?,49,pin_blocked,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can someone help me unblock my pin?\""""}, {""role"": ""assistant"", ""content"": ""pin_blocked""}]"
can you send me the actual card?,43,order_physical_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can you send me the actual card?\""""}, {""role"": ""assistant"", ""content"": ""order_physical_card""}]"
why did i not get the amount of money i requested?,75,wrong_amount_of_cash_received,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why did i not get the amount of money i requested?\""""}, {""role"": ""assistant"", ""content"": ""wrong_amount_of_cash_received""}]"
where am i able to get my pin unblocked?,49,pin_blocked,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""where am i able to get my pin unblocked?\""""}, {""role"": ""assistant"", ""content"": ""pin_blocked""}]"
how do i verify my id?,69,verify_my_identity,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how do i verify my id?\""""}, {""role"": ""assistant"", ""content"": ""verify_my_identity""}]"
how dp i top up with a cheque ?,58,top_up_by_cash_or_cheque,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how dp i top up with a cheque ?\""""}, {""role"": ""assistant"", ""content"": ""top_up_by_cash_or_cheque""}]"
"i don't understand what a disposable virtual card is, can you help?",37,get_disposable_virtual_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i don't understand what a disposable virtual card is, can you help?\""""}, {""role"": ""assistant"", ""content"": ""get_disposable_virtual_card""}]"
i need to verify my funds.,70,verify_source_of_funds,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i need to verify my funds.\""""}, {""role"": ""assistant"", ""content"": ""verify_source_of_funds""}]"
i would like to get a visa card,73,visa_or_mastercard,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i would like to get a visa card\""""}, {""role"": ""assistant"", ""content"": ""visa_or_mastercard""}]"
can i have more disposable cards?,29,disposable_card_limits,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can i have more disposable cards?\""""}, {""role"": ""assistant"", ""content"": ""disposable_card_limits""}]"
your exchange rate was off. i was charged extra on my payment that i made last saturday.,17,card_payment_wrong_exchange_rate,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""your exchange rate was off. i was charged extra on my payment that i made last saturday.\""""}, {""role"": ""assistant"", ""content"": ""card_payment_wrong_exchange_rate""}]"
how long does it take for a new purchase to stop being considered pending?,45,pending_card_payment,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how long does it take for a new purchase to stop being considered pending?\""""}, {""role"": ""assistant"", ""content"": ""pending_card_payment""}]"
how come i can't find my payment?,53,reverted_card_payment?,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how come i can't find my payment?\""""}, {""role"": ""assistant"", ""content"": ""reverted_card_payment?""}]"
should i add money via bank transfer instead,57,top_up_by_card_charge,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""should i add money via bank transfer instead\""""}, {""role"": ""assistant"", ""content"": ""top_up_by_card_charge""}]"
i'd like to provide my daughter with a card - could i get an additional card from my account to give her?,39,getting_spare_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i'd like to provide my daughter with a card - could i get an additional card from my account to give her?\""""}, {""role"": ""assistant"", ""content"": ""getting_spare_card""}]"
what do i do if i lost my phone?,42,lost_or_stolen_phone,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""what do i do if i lost my phone?\""""}, {""role"": ""assistant"", ""content"": ""lost_or_stolen_phone""}]"
is american express accepted?,54,supported_cards_and_currencies,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""is american express accepted?\""""}, {""role"": ""assistant"", ""content"": ""supported_cards_and_currencies""}]"
who is giving me my money?,70,verify_source_of_funds,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""who is giving me my money?\""""}, {""role"": ""assistant"", ""content"": ""verify_source_of_funds""}]"
if im not using my account should i close it or just let it sit,55,terminate_account,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""if im not using my account should i close it or just let it sit\""""}, {""role"": ""assistant"", ""content"": ""terminate_account""}]"
are there any restrictions on where i use this card?,10,card_acceptance,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""are there any restrictions on where i use this card?\""""}, {""role"": ""assistant"", ""content"": ""card_acceptance""}]"
is there a fee to top up a us card using a debit or credit card?,57,top_up_by_card_charge,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""is there a fee to top up a us card using a debit or credit card?\""""}, {""role"": ""assistant"", ""content"": ""top_up_by_card_charge""}]"
how do i use a card to top up?,62,topping_up_by_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how do i use a card to top up?\""""}, {""role"": ""assistant"", ""content"": ""topping_up_by_card""}]"
"my card arrived but i need to make it work in the app, how do i do that?",13,card_linking,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""my card arrived but i need to make it work in the app, how do i do that?\""""}, {""role"": ""assistant"", ""content"": ""card_linking""}]"
is it free to exchange currency?,31,exchange_charge,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""is it free to exchange currency?\""""}, {""role"": ""assistant"", ""content"": ""exchange_charge""}]"
my account transfer was not cleared.,7,beneficiary_not_allowed,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""my account transfer was not cleared.\""""}, {""role"": ""assistant"", ""content"": ""beneficiary_not_allowed""}]"
are all european currencies available for holding and exchange?,36,fiat_currency_support,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""are all european currencies available for holding and exchange?\""""}, {""role"": ""assistant"", ""content"": ""fiat_currency_support""}]"
